# ----------------------------------------
# Demographic details: Country
# Account: Tresor Tech Store
# Property: Flix
# ----------------------------------------
# 
# All Users
# Start date: 20260902
# End date: 20260903
Country,Date,Active users,New users,Engaged sessions,Engagement rate,Engaged sessions per active user,Average engagement time per active user,Event count,Key events,User key event rate,Total revenue
Cambodia,20260902,327,164,379,0.6865942028985508,1.1590214067278288,84.19571865443424,11760,1879,1,6.860033
Vietnam,20260902,324,172,349,0.5915254237288136,1.0771604938271604,95.18518518518519,12078,2226,1,13.604336
Kyrgyzstan,20260903,323,136,370,0.6618962432915921,1.1455108359133126,137.93808049535605,17499,2903,0.9969040247678018,8.827076
Rwanda,20260902,322,59,456,0.7475409836065574,1.4161490683229814,112.21428571428571,8905,1231,0.9937888198757764,1.790333
Vietnam,20260903,319,163,372,0.6029173419773096,1.1661442006269593,113.70846394984326,11727,2124,0.9968652037617555,73.062893
Angola,20260902,317,74,402,0.6677740863787376,1.2681388012618298,151.8422712933754,10562,1361,0.9968454258675079,1.537411
Rwanda,20260903,316,41,436,0.7377326565143824,1.379746835443038,120.89873417721519,8595,1124,1,1.431832
Thailand,20260903,316,203,361,0.7632135306553911,1.1424050632911393,117.7120253164557,13435,2563,1,35.094587
Cambodia,20260903,312,136,363,0.657608695652174,1.1634615384615385,67.16666666666667,10326,1654,1,5.929214
Togo,20260902,311,63,429,0.6787974683544303,1.3794212218649518,130.84887459807075,9817,1349,0.9935691318327974,11.605328
Angola,20260903,310,84,378,0.6835443037974683,1.2193548387096773,195.01612903225808,11817,1400,1,12.415905
Kyrgyzstan,20260902,309,138,367,0.6295025728987993,1.1877022653721683,166.58899676375404,17254,2682,0.9935275080906149,13.720288
Senegal,20260903,307,127,400,0.7312614259597806,1.3029315960912051,141.01628664495115,15062,2048,1,3.810454
Argentina,20260903,305,126,408,0.6200607902735562,1.337704918032787,187.4688524590164,12605,2252,0.9967213114754099,11.362107
Senegal,20260902,300,112,396,0.726605504587156,1.32,172.93333333333334,13020,1781,1,7.92901
Canada,20260902,299,106,350,0.6140350877192983,1.1705685618729098,240.247491638796,14127,2065,0.9632107023411371,64.213644
Togo,20260903,299,56,387,0.6649484536082474,1.294314381270903,82.2675585284281,7437,1107,1,1.865671
Argentina,20260902,294,106,401,0.5761494252873564,1.3639455782312926,192.6156462585034,38056,2180,0.9965986394557823,8.56039
Spain,20260902,288,121,330,0.5882352941176471,1.1458333333333333,126.20486111111111,13266,2235,0.9965277777777778,15.001223
Canada,20260903,286,101,354,0.6332737030411449,1.2377622377622377,232.1958041958042,12482,2224,0.9685314685314685,76.620211
Oman,20260902,286,122,352,0.6666666666666666,1.2307692307692308,184.94405594405595,16097,2624,0.9895104895104895,17.682514
